タイムスタンプ,日付,収支,3,金額,ジャンル,支払い方法・移動元,場所,,内容,,移動先・収入先,本当に必要？,カード名,メモ
2022/09/15 19:10:11,2022/09/15,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/14 21:41:49,2022/09/14,移動,,1068,交通費(経費),PASMO,その他,,渋谷往復,,,必要,,
2022/09/14 21:40:46,2022/09/14,収入,,1200,,,,,イニスフリー代,,現金,,,
2022/09/14 21:40:29,2022/09/14,支出,,1199,日用品,クレジットカード,ネット,,結衣へイニスフリー,,,必要,デビュープラス,
2022/09/14 21:37:16,2022/09/14,支出,,10000,FX,クレジットカード,ネット,,FX口座へ,,,なくても良い,デビュープラス,
2022/09/14 18:48:01,2022/09/14,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/14 08:24:16,2022/09/14,支出,,200,食品,paypay,飲食店,,コーヒー,,,なくても良い,,
2022/09/13 22:49:22,2022/09/13,移動,,534,交通費(経費),PASMO,その他,,渋谷から,,,必要,,
2022/09/13 22:48:57,2022/09/13,支出,,145,,楽天銀行,その他,,手数料,,,なくても良い,,
2022/09/13 22:48:43,2022/09/13,支出,,100000,FX,楽天銀行,ネット,,FX口座へ,,,なくても良い,,
2022/09/13 20:00:27,2022/09/13,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/13 08:29:15,2022/09/13,移動,,534,交通費(経費),PASMO,その他,,渋谷へ,,,必要,,
2022/09/13 08:28:49,2022/09/13,支出,,200,食品,paypay,飲食店,,コーヒー,,,なくても良い,,
2022/09/13 00:15:04,2022/09/13,移動,,10000,,クレジットカード,,,PASMOチャージ,,PASMO,,デビュープラス,
2022/09/13 00:14:19,2022/09/13,移動,,32,,,,,PASMO調整,,PASMO,,,
2022/09/13 00:13:35,2022/09/12,移動,,251,交通費(経費),PASMO,その他,,和光市→ふじみ野,,,必要,,
2022/09/13 00:11:28,2022/09/12,移動,,534,交通費(経費),PASMO,その他,,渋谷へ,,,必要,,
2022/09/12 20:17:03,2022/09/12,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/13 00:09:45,2022/09/11,支出,,329,食品,クレジットカード,コンビニ,,軽食,,,なくても良い,NL,
2022/09/11 07:56:03,2022/09/11,支出,,354,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/09/30 12:10:10,2022/09/10,支出,,218,サブスク,クレジットカード,ネット,,Adobe CC,,,必要,デビュープラス,
2022/09/25 11:30:18,2022/09/10,支出,,218,サブスク,クレジットカード,ネット,,Adobe CC,,,必要,デビュープラス,
2022/09/13 13:00:36,2022/09/10,支出,,218,サブスク,クレジットカード,ネット,,Adobe CC,,,必要,デビュープラス,
2022/09/11 07:56:46,2022/09/10,支出,,1904,美容費,クレジットカード,その他,,洗顔･スプレー,,,必要,NL,
2022/09/10 15:43:36,2022/09/10,支出,,800,交通費,クレジットカード,ネット,,ちょいのり保険,,,必要,デビュープラス,
2022/09/10 15:42:55,2022/09/10,支出,,1270,食品,クレジットカード,飲食店,,昼食,,,なくても良い,NL,
2022/09/13 00:12:40,2022/09/09,移動,,535,交通費(経費),PASMO,その他,,渋谷へ,,,必要,,
2022/09/09 20:05:26,2022/09/09,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2023/07/02 20:30:40,2022/09/08,収入,,6132,,,,,2022年08月分交通費,,現金,,,
2022/09/09 00:21:06,2022/09/08,支出,,1000,,クレジットカード,ネット,,特急券積立,,,なくても良い,デビュープラス,
2022/09/09 00:20:34,2022/09/08,支出,,168,交通費,PASMO,その他,,川越→ふじみ野,,,必要,,
2022/09/09 00:20:12,2022/09/08,移動,,493,交通費(経費),PASMO,その他,,西武球場前→川越,,,必要,,
2022/09/09 00:19:28,2022/09/08,移動,,755,交通費(経費),PASMO,その他,,坂戸→西武球場前,,,必要,,
2022/09/09 00:18:43,2022/09/08,支出,,429,交通費,PASMO,その他,,坂戸へ,,,必要,,
2022/09/08 20:37:59,2022/09/08,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/08 14:44:40,2022/09/08,移動,,148000,,現金,,,預け入れ,,ゆうちょ,,,
2022/09/08 14:44:18,2022/09/08,収入,,142822,,,,,2022年08月分給料_SP,,現金,,,
2022/09/08 12:03:26,2022/09/08,支出,,516,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/09/07 22:18:53,2022/09/07,移動,,1014,交通費(経費),PASMO,その他,,さいたま新都心往復,,,必要,,
2022/09/07 21:44:16,2022/09/07,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/07 21:15:06,2022/09/07,支出,,490,食品,paypay,飲食店,,夕食,,,なくても良い,,
2022/09/07 18:07:23,2022/09/07,支出,,489,食品,クレジットカード,飲食店,,昼食,,,なくても良い,NL,
2022/09/06 23:07:50,2022/09/06,支出,,1250,食品,クレジットカード,飲食店,,夕食,,,なくても良い,NL,
2022/09/06 23:01:36,2022/09/06,移動,,438,,PASMO,,,PASMO調整,,,,,
2022/09/06 22:59:03,2022/09/06,移動,,1090,交通費(経費),PASMO,その他,,西武球場往復,,,必要,,
2022/09/06 19:50:38,2022/09/06,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/06 23:06:04,2022/09/04,収入,,1100,,,,,立替分,,現金,,,
2022/09/06 23:05:48,2022/09/04,立替,,1100,,クレジットカード,,,立替,,,,デビュープラス,
2022/09/06 23:05:29,2022/09/04,支出,,1430,食品,クレジットカード,飲食店,,昼食+立替,,,なくても良い,NL,
2022/09/06 23:03:10,2022/09/04,支出,,10140,趣味・娯楽,現金,その他,,マジカルミライ10th,,,なくても良い,,
2022/09/06 23:02:29,2022/09/04,移動,,15000,,ゆうちょ,,,引き出し,,現金,,,
2022/09/06 23:02:11,2022/09/04,支出,,440,雑費,ゆうちょ,その他,,手数料,,,なくても良い,,
2022/09/06 22:58:21,2022/09/04,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/06 22:57:53,2022/09/04,支出,,2268,交通費,PASMO,その他,,海浜幕張往復,,,なくても良い,,
2022/09/04 10:58:53,2022/09/04,支出,,240,食品,paypay,コンビニ,,軽食,,,なくても良い,,
2022/09/06 22:57:09,2022/09/03,支出,,168,交通費,PASMO,その他,,川越集合,,,必要,,
2022/09/03 22:03:25,2022/09/03,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/03 21:26:08,2022/09/03,支出,,760,食品,クレジットカード,飲食店,,夕食,,,なくても良い,NL,
2022/09/06 22:56:27,2022/09/02,支出,,128,食品,PASMO,コンビニ,,クーリッシュ,,,なくても良い,,
2022/09/06 22:55:50,2022/09/02,支出,,858,交通費,PASMO,その他,,坂戸往復,,,必要,,
2022/09/02 18:45:53,2022/09/02,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/09/02 12:27:59,2022/09/02,支出,,609,食品,paypay,コンビニ,,昼食,,,必要,,
2022/09/13 22:48:25,2022/09/01,収入,,68935,FX,,,,FX口座から,,楽天銀行,,,
2022/09/01 10:41:50,2022/09/01,支出,,416,食品,paypay,コンビニ,,昼食,,,必要,,
2022/08/31 20:06:19,2022/08/31,支出,,127,食品,paypay,スーパー・小売,,おやつ,,,なくても良い,,
2022/08/31 20:06:07,2022/08/31,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/08/31 19:41:37,2022/08/31,移動,,10000,,クレジットカード,,,PASMOチャージ,,PASMO,,デビュープラス,
2022/08/31 13:07:15,2022/08/31,移動,,545,交通費(経費),PASMO,その他,,西武球場前→ふじみ野,,,必要,,
2022/08/31 13:06:29,2022/08/31,移動,,755,交通費(経費),PASMO,その他,,坂戸→西武球場前,,,必要,,
2022/08/31 13:05:54,2022/08/31,支出,,429,交通費,PASMO,その他,,坂戸へ,,,必要,,
2022/08/31 11:57:27,2022/08/31,支出,,441,食品,paypay,コンビニ,,昼食,,,必要,,
2022/08/31 13:05:33,2022/08/30,移動,,545,交通費(経費),PASMO,その他,,西武球場前→ふじみ野,,,必要,,
2022/08/31 13:05:08,2022/08/30,移動,,755,交通費(経費),PASMO,その他,,坂戸→西武球場前,,,必要,,
2022/08/31 13:04:24,2022/08/30,支出,,429,交通費,PASMO,その他,,坂戸へ,,,必要,,
2022/08/30 18:59:13,2022/08/30,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/08/30 12:02:00,2022/08/30,支出,,527,食品,paypay,コンビニ,,昼食,,,必要,,
2022/08/30 10:58:03,2022/08/30,支出,,1708,食品,クレジットカード,ネット,,水24本,,,必要,デビュープラス,
2022/08/29 17:45:35,2022/08/29,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/08/29 10:34:46,2022/08/29,支出,,400,食品,paypay,コンビニ,,昼食,,,必要,,
2022/08/29 09:46:47,2022/08/29,支出,,6308,日用品,クレジットカード,ネット,,コンタクトレンズ90枚,,,必要,デビュープラス,
2022/08/28 08:01:05,2022/08/28,支出,,354,食品,paypay,コンビニ,,昼食,,,必要,,
2022/08/27 21:49:32,2022/08/27,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/08/27 21:48:37,2022/08/27,支出,,502,交通費,PASMO,その他,,霞が関往復,,,必要,,
2022/08/26 17:57:57,2022/08/26,移動,,20,,PASMO,,,PASMO調整,,,,,
2022/08/26 17:44:05,2022/08/26,移動,,11,,,,,paypay調整,,paypay,,,
2022/08/26 17:42:55,2022/08/26,移動,,39367,,ゆうちょ,,,デビュープラス支払い,,,,,
2022/08/26 17:42:32,2022/08/26,移動,,44619,,ゆうちょ,,,NL支払い,,,,,
2022/08/26 17:36:59,2022/08/26,支出,,705,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/08/26 17:50:08,2022/08/25,移動,,2095,交通費(経費),PASMO,その他,,海浜幕張往復,,,必要,,
2022/08/25 21:38:23,2022/08/25,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/08/25 20:18:12,2022/08/25,支出,,970,食品,クレジットカード,飲食店,,夕食,,,必要,NL,
2022/08/25 13:38:49,2022/08/25,支出,,216,食品,クレジットカード,コンビニ,,コーヒー,,,なくても良い,NL,
2022/08/25 08:30:49,2022/08/25,支出,,200,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/08/26 17:40:46,2022/08/24,支出,,2780,医療費,現金,その他,,歯医者,,,必要,,
2022/08/26 17:39:44,2022/08/24,支出,,759,食品,クレジットカード,飲食店,,昼食,,,なくても良い,NL,
2022/08/26 17:39:10,2022/08/24,支出,,438,日用品,クレジットカード,その他,,歯磨き粉,,,必要,NL,
2022/08/26 17:38:35,2022/08/24,支出,,359,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/08/24 11:33:40,2022/08/24,移動,,34000,,現金,,,預け入れ,,ゆうちょ,,,
2022/08/22 22:04:00,2022/08/22,支出,,200,食品,クレジットカード,飲食店,,マックシェイク,,,なくても良い,NL,
2022/08/22 13:09:06,2022/08/22,支出,,610,趣味・娯楽,クレジットカード,ネット,,空月の祝福,,,なくても良い,デビュープラス,
2022/08/22 12:16:02,2022/08/22,支出,,832,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/08/22 07:32:22,2022/08/22,収入,,10000,,,,,小金井から,,現金,,,
2022/08/22 00:24:48,2022/08/22,支出,,767,食品,クレジットカード,スーパー・小売,,夕食など,,,なくても良い,NL,
2022/08/21 10:16:57,2022/08/21,支出,,1444,趣味・娯楽,クレジットカード,ネット,,ホール,,,なくても良い,デビュープラス,
2022/08/20 21:56:07,2022/08/20,支出,,151,食品,クレジットカード,コンビニ,,パピコ,,,なくても良い,NL,
2022/08/20 21:55:44,2022/08/20,支出,,869,食品,クレジットカード,飲食店,,夕食,,,なくても良い,NL,
2022/08/20 15:56:27,2022/08/20,支出,,210,食品,クレジットカード,コンビニ,,コーヒー,,,なくても良い,NL,
2022/08/20 12:41:40,2022/08/20,支出,,800,交通費,クレジットカード,ネット,,ちょいのり保険,,,なくても良い,デビュープラス,
2022/08/20 00:31:31,2022/08/20,支出,,5298,趣味・娯楽,クレジットカード,ネット,,ホール,,,なくても良い,デビュープラス,
2022/08/26 17:57:03,2022/08/19,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/08/26 17:55:22,2022/08/19,支出,,680,交通費,PASMO,その他,,坂戸往復,,,必要,,
2022/08/19 18:39:38,2022/08/19,支出,,719,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/08/18 18:05:04,2022/08/18,支出,,4180,美容費,paypay,その他,,美容室,,,必要,,
2022/08/18 18:04:17,2022/08/18,支出,,330,日用品,クレジットカード,その他,,ダイソー,,,なくても良い,NL,
2022/08/18 18:03:57,2022/08/18,支出,,969,食品,クレジットカード,コンビニ,,おやつなど,,,なくても良い,NL,
2022/08/16 23:03:14,2022/08/16,支出,,200,雑費,現金,その他,,住民票,,,必要,,
2022/08/16 23:02:59,2022/08/16,収入,,12800,,,,,ガソリン+ホルダーなど,,現金,,,
2022/08/16 23:02:18,2022/08/16,支出,,1153,食品,クレジットカード,飲食店,,昼食,,,なくても良い,NL,
2022/08/16 23:01:37,2022/08/16,支出,,3400,交通費,クレジットカード,その他,,ガソリン,,,必要,デビュープラス,
2022/08/16 13:03:17,2022/08/16,支出,,2509,PC・スマホ関連,クレジットカード,その他,,スマホホルダーなど,,,なくても良い,デビュープラス,
2022/08/16 10:33:04,2022/08/16,支出,,3850,車両費,現金,その他,,免許更新,,,必要,,
2022/08/16 09:05:05,2022/08/16,支出,,800,交通費,クレジットカード,ネット,,ちょいのり保険,,,必要,デビュープラス,
2022/08/16 09:04:35,2022/08/16,支出,,149,食品,クレジットカード,コンビニ,,コーヒー,,,必要,NL,
2022/09/06 23:17:57,2022/08/15,支出,,2731,通信費,クレジットカード,ネット,,LINEMO,,,必要,デビュープラス,7月分
2022/08/16 10:32:04,2022/08/15,支出,,800,交通費,クレジットカード,ネット,,ちょいのり保険,,,必要,デビュープラス,
2022/08/15 21:48:50,2022/08/15,支出,,250,食品,現金,自動販売機,,コーヒー,,,必要,,
2022/08/15 09:55:37,2022/08/15,支出,,250,食品,現金,自動販売機,,コーヒー,,,なくても良い,,
2022/08/14 08:01:46,2022/08/14,支出,,800,交通費,クレジットカード,ネット,,ちょいのり保険,,,必要,デビュープラス,
2022/08/14 08:01:28,2022/08/14,支出,,391,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/08/12 18:48:56,2022/08/12,支出,,235,食品,クレジットカード,コンビニ,,ソフトクリーム,,,なくても良い,NL,
2022/08/12 12:38:45,2022/08/12,支出,,735,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/08/11 23:58:20,2022/08/11,収入,,5000,,,,,ガソリン代など,,現金,,,
2022/08/11 23:58:03,2022/08/11,支出,,2000,車両費,クレジットカード,その他,,ガソリン,,,必要,デビュープラス,
2022/08/11 23:40:54,2022/08/11,支出,,1220,趣味・娯楽,クレジットカード,ネット,,天空紀行,,,なくても良い,デビュープラス,
2022/08/11 16:22:23,2022/08/11,支出,,364,食品,クレジットカード,コンビニ,,夕食,,,必要,NL,
2022/08/11 07:50:13,2022/08/11,支出,,198,食品,クレジットカード,コンビニ,,朝食,,,必要,NL,
2022/08/11 07:24:44,2022/08/11,支出,,800,交通費,クレジットカード,ネット,,ちょいのり保険,,,必要,デビュープラス,
2022/08/26 17:55:59,2022/08/10,支出,,90,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/08/26 17:54:41,2022/08/10,支出,,419,交通費,PASMO,その他,,霞ヶ関往復,,,必要,,
2022/08/10 12:56:17,2022/08/10,支出,,249,食品,クレジットカード,コンビニ,,飲み物,,,必要,NL,
2022/08/10 12:55:54,2022/08/10,支出,,400,食品,現金,飲食店,,昼食,,,必要,,
2022/08/10 01:07:47,2022/08/10,支出,,80,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/08/26 17:53:14,2022/08/09,移動,,535,交通費(経費),PASMO,その他,,ふじみ野-渋谷,,,必要,,
2022/08/09 14:28:33,2022/08/09,支出,,220,食品,クレジットカード,コンビニ,,コーヒー,,,なくても良い,NL,
2022/08/09 09:30:39,2022/08/09,支出,,470,食品,paypay,飲食店,,朝食,,,必要,,
2022/08/09 01:02:28,2022/08/08,移動,,902,交通費(経費),PASMO,その他,,ふじみ野渋谷往復,,,必要,,
2022/08/08 22:48:21,2022/08/08,支出,,80,交通費,PASMO,その他,,駐輪場,,,必要,,
2022/08/08 13:57:26,2022/08/08,支出,,100,食品,paypay,自動販売機,,水,,,必要,,
2022/08/08 12:34:19,2022/08/08,支出,,100,食品,paypay,飲食店,,コーヒー,,,なくても良い,,
2022/08/08 08:09:34,2022/08/08,支出,,200,食品,paypay,飲食店,,コーヒー,,,なくても良い,,
2022/08/07 19:11:22,2022/08/07,支出,,350,食品,クレジットカード,飲食店,,シェイク,,,なくても良い,NL,
2022/08/07 14:06:11,2022/08/07,移動,,145000,,現金,,,預け入れ,,ゆうちょ,,,
2022/08/07 14:05:23,2022/08/07,支出,,800,交通費,クレジットカード,ネット,,ちょいのり保険,,,必要,デビュープラス,
2022/08/07 07:55:31,2022/08/07,支出,,502,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/08/06 19:59:31,2022/08/06,収入,,120,,,,,ケンタッキー代,,paypay,,,
2022/08/06 19:59:16,2022/08/06,支出,,360,食品,クレジットカード,飲食店,,ケンタッキー,,,なくても良い,NL,
2022/08/06 13:09:57,2022/08/06,支出,,602,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/08/06 09:48:31,2022/08/06,支出,,800,交通費,クレジットカード,ネット,,ちょいのり保険,,,必要,デビュープラス,
2023/07/02 20:29:37,2022/08/05,収入,,2632,,,,,2022年07月分交通費,,現金,,,
2022/08/05 19:00:04,2022/08/05,支出,,298,食品,クレジットカード,コンビニ,,フラッペ,,,なくても良い,NL,
2022/08/05 13:03:46,2022/08/05,収入,,142822,,,,,2022年07月分給料_SP,,現金,,,
2022/08/05 12:39:10,2022/08/05,支出,,800,交通費,クレジットカード,ネット,,ちょいのり保険,,,必要,デビュープラス,
2022/08/05 12:37:09,2022/08/05,支出,,658,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/08/04 00:24:55,2022/08/03,支出,,800,交通費,クレジットカード,ネット,,ちょいのり保険,,,必要,デビュープラス,
2022/08/03 12:28:28,2022/08/03,支出,,639,食品,クレジットカード,コンビニ,,昼食,,,必要,NL,
2022/08/03 00:36:18,2022/08/03,支出,,1694,日用品,クレジットカード,ネット,,日焼け止めスプレー,,,必要,デビュープラス,
2022/08/02 18:14:38,2022/08/02,移動,,300,,,,,現金調整,,現金,,,
2022/08/02 17:45:34,2022/08/01,移動,,28,,,,,paypay調整,,paypay,,,
2022/08/02 17:32:42,2022/08/01,支出,,340,食品,クレジットカード,飲食店,,シェイク,,,なくても良い,NL,
